Filename,Sentence,Gender,Accent,Eleven_Labs_voice,train_or_val,region,spoof_or_real
v_output_1347,"While hiking in the woods, I stumbled upon a family of deer grazing peacefully",female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1348,"I climbed to the summit of Mount Kilimanjaro, despite facing extreme",female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1349,"My house is a whimsical wonderland made entirely of candy, with walls",female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1350,I was feeling overwhelmed at the grocery store when a stranger offered to help me,female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1351,I felt incredibly proud of my sister when she graduated at the top of her,female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1352,I stayed up all night listening and offering support to my friend as they navig,female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1353,"I felt pure joy when I watched the sunset with my loved ones, feeling",female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1354,The best vacation I ever had was when I traveled to Italy with my family,female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1355,"One time, I felt incredibly inspired by a close friend who had been working",female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1356,I found joy in the little things when I watched the sunrise and felt the,female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1357,The most inspiring story I've heard is about a young woman who overcame,female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1358,"When I received an award for my academic achievements, I felt proud of all",female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1359,"I used to think that success was solely based on hard work and determination,",female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1360,"During a trip to the desert, I witnessed a sudden and unexpected hailstorm",female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1361,I once witnessed a stranger buying a homeless man a meal and sitting down to,female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1362,What is a defining moment in your life that has shaped who you are today,female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1363,"""Eating organic food will make you live longer",female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1364,"I felt completely in tune with my surroundings while hiking through the peaceful forest,",female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1365,The last time I felt truly amazed was when I witnessed a beautiful sunset over,female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1366,"In this topsy-turvy world, the sky is below and the",female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1367,I remember a time when I was faced with a challenging project at work,female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1368,"One time, I was feeling particularly stressed and overwhelmed with work and personal responsibilities",female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1369,"The moment I saw the empty space where his favorite chair used to be,",female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1370,The most memorable birthday I've had was when my friends surprised me with a,female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1371,I was touched when a stranger paid for my coffee at the drive-thru,female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1372,The feeling of having a secret is like holding onto a precious treasure that fills,female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1373,"My favorite childhood memory is spending summer days at the beach with my family,",female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1374,I witnessed something magical when I saw the northern lights dancing across the night sky,female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1375,"Exploring the ancient ruins of Machu Picchu in Peru, surrounded by",female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1376,"As I wandered through the crowded carnival grounds, I stumbled upon a mysterious tent",female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1377,"The feeling of finishing a challenging project is a mix of relief, satisfaction,",female,Vietnamese,HuyenTrang,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1378,"I felt pure joy watching the sunset with my loved ones, feeling grateful for",female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1379,I completely lost track of time and reality as I delved into the captivating,female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1380,I surprised myself when I successfully completed a difficult rock climbing route that I initially,female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1381,"I stood atop a mountain peak at sunrise, with the vibrant colors of the",female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1382,The first time I felt truly independent was when I moved out of my parents,female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1383,I have always dreamed of visiting the ancient ruins of Machu Picchu in,female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1384,The old oak tree in my childhood backyard where I spent countless hours playing and,female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1385,The feeling of reaching the top after a long climb is a mix of exhaustion,female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1386,I was completely shocked when I bumped into Taylor Swift at the grocery store last,female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1387,I once helped a stranger change a flat tire on the side of the road,female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1388,I was touched when a stranger paid for my groceries at the store when I,female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1389,"I never thought I could finish a marathon, but crossing the finish line after",female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1390,The most unexpected thing I've learned is that jellyfish have been around for,female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1391,"In this world, every building, object, and surface is made of shimmer",female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1392,"The first time I saw a rainbow, I was filled with wonder and awe",female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1393,"I helped my friend study for their exam, and they ended up getting an",female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1394,"The first time I saw the ocean, I was in awe of its vast",female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1395,"The time I accidentally walked into a glass door thinking it was open, and",female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1396,I felt deeply proud of myself when I successfully completed my first marathon after months,female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1397,The moment I successfully completed my first marathon after months of training and doubting,female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1398,The last time I felt inspired was when I watched a documentary about a successful,female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1399,"As I stood on the edge of the cliff, feeling the cool breeze on",female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1400,The best vacation I ever had was when I traveled to Italy and spent two,female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1401,I had to make the difficult decision to end a toxic relationship that was causing,female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1402,"My favorite season is autumn because of the beautiful changing leaves, crisp air,",female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1403,I admire my grandmother because of her unwavering strength and resilience in the,female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1404,"The first time I saw snow, I was filled with wonder and excitement as",female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1405,"One time, I was attending a networking event for professionals in my industry",female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1406,I was walking down the street when a bird suddenly swooped down and landed,female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1407,"During my research in the lab, I made an important discovery that led to",female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1408,I witnessed my friend give up her own lunch to a homeless person on the,female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1409,"The first time I traveled abroad, I was filled with excitement and wonder as",female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1410,"It's a mix of excitement, fear, determination, and adrenaline all rolled",female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1411,"As I stood on the edge of the cliff, watching the sun set over",female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1412,I felt like a hero when I saved a child from drowning in the pool,female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1413,"When I found out I got accepted into my dream college, I felt a",female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1414,My favorite way to spend a rainy day is curled up on the couch with,female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1415,"One time, I traveled to a remote village in a developing country to volunteer",female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1416,I gave a heartfelt apology to my best friend after I accidentally hurt their feelings,female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1417,"One time, I was giving a presentation in front of my entire class and",female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1418,"I admire my grandmother because she is the epitome of strength, resilience,",female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1419,I confronted a bully who was picking on my friend and told them to back,female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1420,"As I wandered through the crowded carnival, I stumbled upon a hidden tunnel that",female,Indonesian,Naya TaleCrafter,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1421,"I made a new friend while waiting in line at the grocery store, and",male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1422,The happiest moment of my life was when I held my newborn baby in my,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1423,"The first time I traveled abroad, I was filled with excitement and wonder as",male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1424,The most beautiful thing I've ever seen was a vibrant sunset over the ocean,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1425,"I admire my grandmother because she is the epitome of strength and resilience,",male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1426,Deciding whether to leave my stable job to pursue my passion was the most,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1427,I once helped a stranger who had dropped their groceries by picking them up and,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1428,I discovered a new passion for painting when I tried it for the first time,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1429,"I once helped a stranger carry their groceries home in the pouring rain, and",male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1430,I was digging in my backyard and unexpectedly unearthed a time capsule buried by,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1431,"When I attended a networking event for professionals in a different industry, I felt",male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1432,What advice do you have for me to achieve my goals and live a fulfilling,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1433,I made an unforgettable first impression when I confidently delivered a flawless presentation during a,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1434,I admire my grandmother because of her unwavering strength and resilience in the,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1435,"It is a sense of complete awareness and immersion in the present moment, where",male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1436,My favorite childhood toy was a bright red fire truck that I loved to push,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1437,I felt totally alive when I reached the summit of the mountain and took in,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1438,I embraced a new opportunity when I decided to study abroad in a different country,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1439,"My favorite way to unwind after a busy day is to take a long,",male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1440,My favorite way to relax after a busy day is to curl up on the,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1441,What is the meaning of life and how can we find true happiness and fulfillment,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1442,The most memorable birthday I've had was when my friends surprised me with a,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1443,I learned how to solve a Rubik's cube in under a minute and,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1444,"From afar in space, Earth appears as a beautiful blue and green marble,",male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1445,The feeling of being completely present in nature is a sense of peace and connection,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1446,"As the sun set on the carnival, the carousel began to spin backwards,",male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1447,"The key to happiness is finding contentment and fulfillment in the present moment,",male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1448,"If you could choose one superpower to have, but it came with a",male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1449,I was walking down the street when a stranger approached me and handed me a,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1450,I found beauty in the way the sunlight danced through the cracks of an abandoned,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1451,The most exciting event I've ever attended was a music festival where I got,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1452,The first time I traveled alone was when I was 18 and I took,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1453,The gentle pitter-patter of raindrops creates a soothing melody on a,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1454,"I was walking home alone at night when I heard footsteps behind me, causing",male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1455,"I decided to leave my stable job to pursue my passion for writing, and",male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1456,"Despite facing numerous setbacks and obstacles, I persevered and successfully completed my first",male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1457,I felt a sense of accomplishment when I finally learned how to ride a bike,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1458,I once helped a stranger in need by giving them directions when they were lost,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1459,"It is a sense of complete awareness and engagement with the present, where all",male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1460,I felt a sense of accomplishment and pride when I finally learned how to ride,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1461,I felt connected to a larger purpose when I volunteered at a local animal shelter,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1462,What is the meaning of life and how can we find true happiness and fulfillment,male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1463,"During a trip to the desert, I witnessed a sudden and unexpected snowstorm",male,Indonesian,Fathur,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1464,"From the top of the mountain, one can see a breathtaking panoramic vista of",male,Singaporean,Mun W,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1465,What is the meaning of life and how can we find true fulfillment and happiness,male,Singaporean,Mun W,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1466,I felt like I was on top of the world when I successfully completed a,male,Singaporean,Mun W,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1467,The vibrant bursts of color and dazzling explosions of light painted the night sky in,male,Singaporean,Mun W,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1468,I discovered a new passion for cooking when I tried making a complicated recipe and,male,Singaporean,Mun W,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1469,The feeling of a fresh start is like a weight being lifted off your shoulders,male,Singaporean,Mun W,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1470,"A shadowy figure appeared at the edge of the forest, illuminated only by",male,Singaporean,Mun W,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1471,The moment I held my newborn baby in my arms for the first time is,male,Singaporean,Mun W,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1472,The first time I felt truly independent was when I moved out of my parents,male,Singaporean,Mun W,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1473,The peaceful tranquility of the forest envelops me as I am surrounded by,male,Singaporean,Mun W,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1474,"We danced under the stars, laughed until our stomachs hurt, and made",male,Singaporean,Mun W,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1475,"I decided to quit my job and pursue my passion for photography, which ultimately",male,Singaporean,Mun W,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1476,"The first time I tried sushi, I was hesitant but ended up loving it",male,Singaporean,Mun W,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1477,The most beautiful thing I've ever seen was a vibrant sunset painting the sky,male,Singaporean,Mun W,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1478,I found the perfect gift for my sister when I stumbled upon a beautiful necklace,male,Singaporean,Mun W,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1479,"I felt completely at peace while sitting by a tranquil lake, listening to the",male,Singaporean,Mun W,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1480,"My favorite way to unwind after a busy day is to take a long,",male,Singaporean,Mun W,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1481,"Despite facing numerous setbacks, I persevered and successfully completed my first marathon,",male,Singaporean,Mun W,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
v_output_1482,It's like being transported to another world where time stands still and all that,male,Singaporean,Mun W,train,"southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",spoof
